NO,기업명,기업코드,ESG등급,환경,사회,지배구조,평가년도,ESG 등급조정,환경 등급조정,사회 등급조정,지배구조 등급조정
273,체시스,033250,D,C,D,D,2024,,,,
272,카카오,035720,A,A+,A,B+,2024,,,사회 등급조정(2024.10.),
271,카카오게임즈,293490,A,A,A+,A,2024,,,,
270,카카오뱅크,323410,A,A,A,A,2024,,,,
269,카카오페이,377300,B+,A,B+,B+,2024,,,사회 등급조정(2024.10.),
268,카프로,006380,D,C,D,D,2024,,,,
267,커넥트웨이브,119860,C,D,C,C,2024,,,,
266,컴투스,078340,A,A,A+,B+,2024,,,,
265,케어젠,214370,B,C,C,B+,2024,,,,
264,케이디비생명보험,807958,등급없음,등급없음,등급없음,B,2024,,,,
263,케이뱅크은행,800172,등급없음,등급없음,등급없음,B+,2024,,,,
262,케이비국민카드,861717,등급없음,등급없음,등급없음,A,2024,,,,
261,케이비아이동국실업,001620,D,D,D,D,2024,,,,
260,케이비증권,003450,등급없음,등급없음,등급없음,A,2024,,,,
259,케이비캐피탈,021960,등급없음,등급없음,등급없음,B+,2024,,,,
258,케이씨,029460,B,C,B+,B,2024,,,,
257,케이씨씨,002380,B+,B+,A,B+,2024,,,,
256,케이씨씨글라스,344820,A,A,A+,B+,2024,,,,
255,케이씨텍,281820,C,C,C,B,2024,,,,
254,케이씨티시,009070,D,C,D,D,2024,,,,
253,케이엔더블유,105330,C,C,C,C,2024,,,,
252,케이엠더블유,032500,C,C,D,C,2024,,,,
251,케이카,381970,B,C,B,B,2024,,,,
250,케이탑리츠,145270,D,D,D,D,2024,,,,
249,케이티,030200,A+,A,A+,A+,2024,,,,
248,케이티스카이라이프,053210,B+,B+,A,B+,2024,,,,
247,케이티알파,036030,B+,B+,A,B+,2024,,,,
246,케이티앤지,033780,A,A,A+,A,2024,,,,
245,코리아써키트,007810,C,B,D,D,2024,,,,
244,코리아에셋투자증권,190650,C,D,B,C,2024,,,,
243,코리안리,003690,A,A,A+,A,2024,,,,
242,코미코,183300,B,A,B,C,2024,,,,
241,코미팜,041960,C,C,D,C,2024,,,,
240,코스맥스,192820,B+,A,A+,B,2024,,,,
239,코스맥스비티아이,044820,B,A,A+,C,2024,,,,
238,코스모신소재,005070,C,C,D,C,2024,,,,
237,코스모화학,005420,D,C,D,D,2024,,,,
236,코아스,071950,C,C,D,B,2024,,,,
235,코오롱,002020,B+,B+,A,B,2024,,,,
234,코오롱ENP,138490,B,B+,C,B+,2024,,,,
233,코오롱글로벌,003070,B+,B,A,B+,2024,,,,
232,코오롱생명과학,102940,C,D,C,B+,2024,,,,
231,코오롱인더,120110,A,B+,A+,B+,2024,,,,
230,코웨이,021240,A,B+,A+,B+,2024,,,,
229,코웰패션,033290,C,C,D,C,2024,,,,
228,콘텐트리중앙,036420,D,C,D,D,2024,,,,
227,콜마비앤에이치,200130,A,B+,A,A,2024,,,,
226,콜마홀딩스,024720,A,A,A+,A,2024,,,,
225,콤텍시스템,031820,C,B+,B+,D,2024,,,,
224,쿠쿠홀딩스,192400,C,D,C,B,2024,,,,
223,쿠쿠홈시스,284740,C,D,C,B,2024,,,,
222,큐렉소,060280,D,D,D,D,2024,,,,
221,큐캐피탈,016600,D,D,D,D,2024,,,,
220,크라운제과,264900,C,C,C,B,2024,,,,
219,크라운해태홀딩스,005740,C,C,C,C,2024,,,,
218,크래프톤,259960,B+,C,A,A,2024,,,,
217,클래시스,214150,A+,A,A+,A+,2024,,,,
216,키다리스튜디오,020120,D,D,D,D,2024,,,,
215,키움증권,039490,B+,B,A,B+,2024,,,,
214,키이스트,054780,D,D,D,D,2024,,,,
213,탑머티리얼,360070,C,D,D,B,2024,,,,
212,태경비케이,014580,D,C,D,D,2024,,,,
211,태경산업,015890,D,C,D,D,2024,,,,
210,태경케미컬,006890,D,D,C,D,2024,,,,
209,태광산업,003240,B,B+,A+,C,2024,,,,
208,태림포장,011280,B,B+,A+,C,2024,,,,
207,태양금속공업,004100,C,C,D,C,2024,,,,
206,태영건설,009410,B,B+,B+,C,2024,,,사회 등급조정(2025.04.),
205,태원물산,001420,D,D,D,D,2024,,,,
204,테스,095610,B+,B,B+,B+,2024,,,,
203,테이팩스,055490,B+,B+,A,B+,2024,,,,
202,텔코웨어,078000,C,D,D,B+,2024,,,,
201,토니모리,214420,C,D,D,B,2024,,,,
200,토스뱅크,801671,등급없음,등급없음,등급없음,B+,2024,,,,
199,티비에이치글로벌,084870,C,D,D,B,2024,,,,
198,티씨케이,064760,B+,B,A,B+,2024,,,,
197,티에스이,131290,D,D,D,C,2024,,,,
196,티에이치엔,019180,D,C,C,D,2024,,,,
195,티와이홀딩스,363280,C,B+,B+,D,2024,,,,
194,티웨이항공,091810,B+,A,B,B+,2024,,,,
193,티웨이홀딩스,004870,D,D,D,D,2024,,,,
192,티케이지휴켐스,069260,B+,B+,A,B,2024,,,,
191,티케이케미칼,104480,D,C,D,D,2024,,,,
190,파라다이스,034230,D,D,D,C,2024,,,,
189,파마리서치,214450,B,D,B+,B+,2024,,,,
188,파미셀,005690,D,D,D,C,2024,,,,
187,파크시스템스,140860,C,C,D,B,2024,,,,
186,파트론,091700,D,C,D,D,2024,,,,
185,팜스코,036580,B+,B,B+,B+,2024,,,,
184,팜젠사이언스,004720,C,C,B,D,2024,,,,
183,팬오션,028670,A,A,A+,A,2024,,,,
182,퍼스텍,010820,D,C,C,D,2024,,,,
181,퍼시스,016800,C,B,C,C,2024,,,,
180,펄어비스,263750,B+,B+,A+,B,2024,,,,
179,페이퍼코리아,001020,C,C,C,C,2024,,,,
178,평화산업,090080,C,B,B,C,2024,,,,
177,평화홀딩스,010770,B,B,B,B,2024,,,,
176,포스코DX,022100,A,A,A+,B+,2024,,,,
175,포스코스틸리온,058430,A,A,A+,B+,2024,,,,
174,포스코엠텍,009520,A,A,A+,A,2024,,,,
173,포스코인터내셔널,047050,A,B+,A+,A,2024,,,,
172,포스코퓨처엠,003670,A+,A+,A+,A,2024,,,,
171,푸본현대생명보험,860086,등급없음,등급없음,등급없음,B+,2024,,,,
170,풀무원,017810,A,A,A+,A,2024,,,,
169,풍산,103140,B+,B,B+,B+,2024,,,,
168,풍산홀딩스,005810,B+,B,B,B+,2024,,,,
167,프로텍,053610,C,C,D,C,2024,,,,
166,플레이그램,009810,D,D,D,D,2024,,,,
165,플레이디,237820,B+,B+,B+,B+,2024,,,,
164,플루토스,019570,D,D,D,D,2024,,,,
163,피에스케이,319660,B,C,B,B,2024,,,,
162,피엔티,137400,D,D,D,C,2024,,,,
161,하나금융지주,086790,A,A+,A+,A,2024,,,,
160,하나기술,299030,C,C,D,B,2024,,,,
159,하나마이크론,067310,C,B+,A,D,2024,,,,
158,하나머티리얼즈,166090,B,B,A,C,2024,,,,
157,하나생명보험,800845,등급없음,등급없음,등급없음,B,2024,,,,
156,하나은행,004940,등급없음,등급없음,등급없음,B+,2024,,,,
155,하나제약,293480,D,D,D,C,2024,,,,
154,하나증권,805992,등급없음,등급없음,등급없음,B+,2024,,,,
153,하나카드,856659,등급없음,등급없음,등급없음,B+,2024,,,,
152,하나캐피탈,809337,등급없음,등급없음,등급없음,B,2024,,,,
151,하나투어,039130,A,A,A,A,2024,,,,
150,하림,136480,A,A,A,A,2024,,,,
149,하림지주,003380,B+,A,A,B+,2024,,,,
148,하이드로리튬,101670,D,D,D,D,2024,,,,
147,하이브,352820,B+,B,A,B+,2024,,,,
146,하이스틸,071090,C,C,C,C,2024,,,,
145,하이투자증권,814270,등급없음,등급없음,등급없음,B+,2024,,,,
144,하이트진로,000080,B+,A,A,B,2024,,,,
143,하이트진로홀딩스,000140,B+,A,A,B,2024,,,,
142,한국가스공사,036460,A,A,A+,A,2024,,,,
